,spam,to_multiple,from,cc,sent_email,image,attach,dollar,winner,inherit,password,num_char,line_breaks,format,re_subj,exclaim_subj,urgent_subj,exclaim_mess,number
754,0,no,yes,no,no,yes,yes,no,no,no,no,8168,235,HTML,no,no,no,5,small
755,0,yes,yes,no,no,no,no,no,no,no,no,1109,23,Plain,no,no,no,0,small
756,0,no,yes,yes,yes,no,no,yes,no,no,no,9856,259,HTML,yes,no,no,3,small
757,0,no,yes,yes,no,yes,yes,no,no,no,no,9896,277,HTML,no,no,no,5,small
758,0,no,yes,yes,yes,no,no,no,no,no,no,12,300,HTML,no,no,no,0,small
759,0,no,yes,no,yes,no,no,no,no,no,no,13562,357,HTML,yes,no,no,2,small
760,0,no,yes,no,yes,no,no,no,no,no,no,15462,418,HTML,yes,no,no,2,small
761,0,no,yes,no,no,no,yes,no,no,no,no,77,19,Plain,no,no,no,0,small
762,0,no,yes,no,yes,no,no,no,no,no,no,306,10,Plain,yes,no,no,0,small
763,0,no,yes,no,no,no,no,no,no,no,no,1058,153,HTML,no,yes,no,4,small
764,0,no,yes,no,no,no,no,yes,no,no,no,38857,726,HTML,no,no,no,1,small
765,0,no,yes,no,yes,no,no,no,no,no,no,208,6,HTML,no,no,no,0,none
766,0,yes,yes,no,yes,no,no,no,no,no,no,3,2,Plain,no,no,no,0,none
767,0,no,yes,no,no,no,no,no,no,no,no,24144,451,HTML,no,no,no,2,small
768,0,no,yes,no,no,no,no,no,no,no,no,8764,150,HTML,no,no,no,1,small
769,0,no,yes,no,no,no,no,no,no,no,no,9976,165,HTML,no,no,no,1,small
770,0,no,yes,no,no,no,no,no,no,no,no,25989,467,HTML,no,no,no,2,small
771,0,no,yes,no,no,no,no,no,no,no,no,2323,67,HTML,no,no,no,4,none
772,0,no,yes,no,no,no,no,yes,no,no,no,552,17,Plain,no,no,no,0,small
773,0,no,yes,no,yes,no,no,no,no,no,no,225,7,Plain,no,no,no,0,none
774,0,no,yes,no,no,no,no,yes,no,yes,no,13724,307,HTML,no,no,no,8,small
775,0,yes,yes,no,no,no,yes,no,no,no,no,7,5,Plain,no,no,no,0,none
776,0,yes,yes,no,no,no,no,no,no,no,no,19615,271,Plain,no,no,no,0,none
777,0,no,yes,no,no,no,no,no,no,no,no,225,60,HTML,no,no,no,4,small
778,0,no,yes,no,yes,no,no,no,no,no,no,122,34,HTML,yes,no,no,0,small
779,0,no,yes,no,yes,no,no,no,no,no,no,195,8,Plain,no,no,no,0,none
780,0,no,yes,no,yes,no,no,no,no,no,no,696,18,HTML,no,no,no,0,none
781,0,no,yes,no,yes,no,no,no,no,no,no,4191,107,HTML,yes,no,no,0,small
782,0,no,yes,no,yes,no,no,no,no,no,no,2591,64,HTML,yes,no,no,0,small
783,0,no,yes,yes,yes,no,no,no,no,no,no,5374,141,HTML,yes,no,no,0,small
784,0,no,yes,no,no,no,no,no,no,no,no,23608,602,HTML,no,no,no,1,small
785,0,no,yes,no,no,no,no,no,no,no,no,24599,621,HTML,no,no,no,1,small
786,0,no,yes,no,yes,no,no,no,no,no,no,7871,153,HTML,yes,no,no,4,small
787,0,no,yes,no,no,no,no,yes,no,no,no,20467,258,HTML,no,no,no,22,big
788,0,yes,yes,yes,yes,yes,yes,no,no,no,no,6322,217,HTML,no,yes,no,7,small
789,0,no,yes,no,no,no,no,no,no,no,no,25332,633,HTML,no,no,no,2,small
790,0,no,yes,no,no,no,no,no,no,no,no,25556,638,HTML,no,no,no,2,small
791,0,no,yes,no,yes,no,no,no,no,no,no,417,9,HTML,no,no,no,0,none
792,0,no,yes,no,no,no,no,no,no,no,no,2227,56,HTML,no,no,no,3,small
793,0,no,yes,no,no,no,no,no,no,no,no,3571,94,HTML,no,no,no,1,small
794,0,no,yes,no,yes,no,no,no,no,no,yes,2292,41,HTML,no,no,no,0,small
795,0,no,yes,no,yes,yes,yes,no,no,no,yes,4181,78,HTML,yes,no,no,0,small
796,0,no,yes,no,yes,yes,yes,no,no,no,yes,8531,216,HTML,yes,no,no,0,big
797,0,no,yes,no,no,no,no,no,no,no,no,9592,159,HTML,no,no,no,1,small
798,0,no,yes,no,no,no,no,no,no,no,no,24419,617,HTML,no,no,no,2,small
799,0,no,yes,no,yes,yes,yes,no,no,no,yes,11541,236,HTML,yes,no,no,0,big
800,0,no,yes,no,yes,no,no,no,no,no,no,356,19,Plain,yes,no,no,0,small
801,0,no,yes,no,no,no,no,no,no,no,no,9199,150,HTML,no,no,no,1,small
802,0,no,yes,no,yes,no,no,no,no,no,yes,535,88,HTML,no,no,no,2,small
803,0,yes,yes,no,yes,yes,yes,no,no,no,no,639,20,HTML,no,no,no,4,none
804,0,no,yes,no,no,no,no,yes,no,yes,no,9898,234,HTML,no,no,no,6,small
805,0,no,yes,yes,yes,yes,yes,no,no,no,no,1609,42,HTML,yes,no,no,4,big
806,0,no,yes,no,yes,no,no,no,no,no,yes,7652,136,HTML,yes,no,no,2,small
807,0,no,yes,yes,no,yes,yes,no,no,no,no,3034,70,HTML,yes,no,no,4,big
808,0,no,yes,no,no,no,no,no,no,no,no,8653,144,HTML,no,no,no,1,small
809,0,no,yes,no,yes,no,no,no,no,no,yes,10368,194,HTML,yes,no,no,2,small
810,0,no,yes,no,no,no,no,no,no,no,no,6757,115,HTML,no,no,no,3,small
811,0,no,yes,no,no,no,no,no,no,no,no,24659,622,HTML,no,no,no,2,small
812,0,no,yes,yes,no,no,no,no,no,no,no,6425,143,HTML,yes,no,no,4,big
813,0,no,yes,yes,yes,no,no,no,no,no,no,6447,147,HTML,yes,no,no,8,big
814,0,no,yes,yes,yes,no,no,yes,no,no,no,19448,429,HTML,yes,no,no,14,small
815,0,no,yes,yes,no,no,no,no,no,no,no,2577,76,Plain,yes,no,no,4,small
816,0,yes,yes,no,no,no,no,no,no,no,no,826,17,Plain,no,yes,no,1,small
817,0,yes,yes,no,yes,no,no,no,no,no,no,5106,198,HTML,no,no,no,1,big
818,0,no,yes,no,no,no,no,yes,no,no,no,19142,257,HTML,no,yes,no,20,small
819,0,yes,yes,no,yes,no,no,no,no,no,no,31928,888,Plain,yes,no,no,1,small
820,0,no,yes,no,yes,yes,yes,no,no,no,no,4444,93,HTML,no,no,no,2,small
821,0,no,yes,no,yes,no,no,no,no,no,no,9411,250,HTML,yes,no,no,0,small
822,0,no,yes,no,no,no,no,no,no,no,no,1461,40,Plain,no,no,no,1,small
823,0,no,yes,no,no,no,no,no,no,no,no,88,27,Plain,no,no,no,1,none
824,0,no,yes,no,no,no,no,no,no,yes,no,9806,180,HTML,no,no,no,1,small
825,0,no,yes,no,yes,no,no,no,no,no,no,11479,427,HTML,no,no,no,6,big
826,0,no,yes,no,yes,yes,yes,no,no,no,no,6684,141,HTML,no,no,no,2,small
827,0,yes,yes,no,yes,no,no,yes,no,no,no,40236,1357,HTML,no,no,no,11,big
828,0,no,yes,no,yes,no,no,no,no,no,no,4262,93,HTML,yes,no,no,8,small
829,0,no,yes,no,yes,no,no,no,no,no,no,128,5,Plain,no,no,no,0,none
830,0,no,yes,no,yes,no,no,no,no,no,no,3618,60,HTML,yes,no,no,0,small
831,0,no,yes,no,yes,no,no,no,no,no,no,6277,96,HTML,yes,no,no,2,big
832,0,no,yes,no,no,no,no,no,no,no,no,149,40,Plain,no,no,no,1,small
833,0,no,yes,no,no,no,no,no,no,no,no,911,28,Plain,no,no,no,1,none
834,0,yes,yes,no,yes,no,no,no,no,no,no,304,73,HTML,yes,no,no,4,small
835,0,yes,yes,yes,yes,no,no,no,no,no,no,214,43,HTML,no,no,no,0,none
836,0,no,yes,yes,yes,no,no,no,no,no,no,35693,1101,Plain,yes,no,no,2,small
837,0,no,yes,yes,no,no,no,no,no,no,no,1885,20,Plain,no,no,no,0,none
838,0,no,yes,no,no,no,no,no,no,no,no,13332,263,HTML,no,no,no,2,small
839,0,no,yes,no,no,no,no,no,no,no,no,26731,661,HTML,no,no,no,1,small
840,0,no,yes,no,no,no,no,yes,no,yes,no,7735,189,HTML,no,no,no,5,small
841,0,yes,yes,no,no,no,no,no,yes,no,no,6561,116,Plain,no,no,no,1,small
842,0,yes,yes,yes,no,no,no,no,no,no,no,278,69,Plain,yes,no,no,1,small
843,0,no,yes,no,no,no,no,yes,no,no,no,25274,491,HTML,no,no,no,14,small
844,0,yes,yes,no,no,no,no,no,no,no,no,3219,56,Plain,no,no,no,1,small
845,0,yes,yes,no,no,no,no,no,no,no,no,35925,460,Plain,no,no,no,0,big
846,0,yes,yes,no,no,no,no,no,no,no,no,4384,50,Plain,no,no,no,0,small
847,0,no,yes,no,no,no,no,no,no,no,no,8107,191,HTML,no,no,no,2,small
848,0,yes,yes,yes,yes,no,no,no,no,no,no,13811,522,HTML,yes,no,no,7,big
849,0,yes,yes,no,no,no,no,no,no,no,no,2546,43,Plain,no,no,no,0,none
850,0,yes,yes,no,no,no,no,no,no,no,no,17554,238,Plain,no,no,no,8,big
851,0,no,yes,no,no,no,no,no,no,no,no,8817,148,HTML,no,no,no,4,small
852,0,yes,yes,no,no,no,no,no,no,no,no,5056,64,Plain,no,no,no,0,small
853,0,no,yes,no,no,no,no,no,no,no,no,47206,887,HTML,no,no,no,20,small
854,0,no,yes,no,no,no,no,no,no,no,no,47206,887,HTML,no,no,no,20,small
855,0,no,yes,no,yes,no,no,no,no,no,no,19433,702,HTML,yes,no,no,6,big
856,0,yes,yes,no,no,yes,yes,no,no,no,no,9479,188,HTML,no,no,no,2,small
857,0,yes,yes,no,no,no,yes,no,no,no,no,4709,116,HTML,no,no,no,2,small
858,0,no,yes,no,no,no,no,yes,no,no,no,9255,145,HTML,no,no,no,6,small
859,0,no,yes,no,yes,no,no,yes,no,no,no,1114,230,HTML,no,yes,no,7,small
860,0,yes,yes,no,no,no,no,no,no,no,no,11854,180,Plain,no,yes,no,0,small
861,0,yes,yes,yes,no,no,no,no,no,no,no,3396,60,Plain,yes,no,no,1,small
862,0,no,yes,no,yes,no,no,no,no,no,no,293,7,HTML,no,no,no,0,none
863,0,no,yes,no,yes,no,no,no,no,yes,no,9694,268,HTML,yes,no,no,3,small
864,0,no,yes,no,no,no,no,no,no,no,no,1233,34,Plain,no,no,no,2,none
865,0,no,yes,no,yes,no,no,no,no,no,no,1931,50,HTML,yes,no,no,4,small
866,0,no,yes,no,yes,no,no,yes,no,no,no,10403,257,HTML,yes,yes,no,10,small
867,0,no,yes,no,no,no,no,no,no,no,no,23576,602,HTML,no,no,no,2,small
868,0,no,yes,no,no,no,no,no,no,no,no,24152,613,HTML,no,no,no,3,small
869,0,no,yes,no,no,no,no,no,no,no,no,24311,615,HTML,no,no,no,2,small
870,0,no,yes,no,no,no,no,yes,no,no,no,1723,214,HTML,no,yes,no,4,small
871,0,no,yes,no,no,no,no,no,no,no,no,2433,615,HTML,no,no,no,2,small
872,0,no,yes,no,no,no,no,no,no,no,no,25972,645,HTML,no,no,no,2,small
873,0,no,yes,no,no,no,no,no,no,no,no,24832,624,HTML,no,no,no,2,small
874,0,no,yes,no,no,no,no,no,no,no,no,25017,625,HTML,no,no,no,3,small
875,0,no,yes,no,no,no,no,no,no,no,no,9197,148,HTML,no,no,no,6,small
876,0,yes,yes,no,yes,no,no,no,no,no,no,674,18,HTML,no,no,no,2,none
877,0,no,yes,no,no,no,no,no,no,no,no,26526,653,HTML,no,no,no,2,small
878,0,no,yes,yes,yes,yes,yes,no,no,no,no,13948,351,HTML,no,no,no,12,small
879,0,no,yes,no,no,no,no,no,no,no,no,23761,604,HTML,no,no,no,1,small
880,0,no,yes,no,no,no,no,yes,no,yes,no,17135,376,HTML,no,no,no,10,small
881,0,no,yes,no,no,no,no,no,no,no,no,1204,34,Plain,no,no,no,2,none
882,0,no,yes,no,no,no,no,yes,no,no,no,1341,32,Plain,no,no,no,0,small
883,0,no,yes,no,no,no,no,yes,no,no,no,4575,87,Plain,no,no,no,1,small
884,0,no,yes,no,no,no,no,no,no,no,no,5358,111,HTML,no,no,no,2,small
885,0,no,yes,no,yes,no,no,no,no,no,no,7814,293,HTML,yes,no,no,4,small
886,0,no,yes,no,no,no,no,yes,no,yes,no,7908,190,HTML,no,no,no,5,small
887,0,no,yes,no,no,no,no,no,no,no,no,23759,604,HTML,no,no,no,1,small
888,0,no,yes,no,no,no,no,no,no,no,no,3306,89,HTML,no,no,no,1,small
889,0,no,yes,no,no,no,no,no,no,yes,no,9601,175,HTML,no,no,no,1,small
890,0,no,yes,no,no,no,no,no,no,no,no,24223,614,HTML,no,no,no,1,small
891,0,no,yes,no,no,no,no,no,no,no,no,24294,616,HTML,no,no,no,1,small
892,0,no,yes,yes,yes,no,no,yes,no,no,no,17235,508,HTML,yes,no,no,2,small
893,0,yes,yes,no,yes,no,no,no,no,no,no,332,9,Plain,no,no,no,0,none
894,0,no,yes,no,no,no,no,no,no,no,no,24635,621,HTML,no,no,no,1,small
895,0,no,yes,no,no,no,no,no,no,no,no,24686,622,HTML,no,no,no,2,small
896,0,no,yes,yes,yes,no,no,no,no,no,no,518,17,Plain,yes,no,no,0,small
897,0,no,yes,yes,yes,no,no,no,no,no,no,1888,54,HTML,yes,no,no,0,small
898,0,no,yes,no,yes,no,no,no,no,no,no,5555,192,HTML,yes,no,no,7,small
899,0,no,yes,yes,yes,no,no,no,no,no,no,3322,96,HTML,yes,no,no,2,small
900,0,no,yes,no,no,no,no,no,no,no,no,22817,446,HTML,no,no,no,55,small
901,0,no,yes,no,no,no,no,no,no,no,no,2526,632,HTML,no,no,no,1,small
902,0,no,yes,no,no,no,no,no,no,no,no,7361,125,HTML,no,no,no,2,small
903,0,no,yes,no,no,no,no,no,no,no,no,2655,656,HTML,no,no,no,2,small
904,0,no,yes,no,no,no,no,no,no,no,no,16148,256,HTML,no,no,no,1,small
905,0,no,yes,yes,no,no,no,yes,no,no,no,639,36,Plain,no,no,no,0,small
906,0,yes,yes,no,no,no,no,no,no,no,no,8787,208,HTML,no,no,no,5,big
907,0,no,yes,no,no,no,no,no,no,no,no,22156,398,HTML,no,no,no,28,small
908,0,no,yes,no,no,no,no,no,yes,no,no,150455,2043,HTML,no,no,no,0,small
909,0,no,yes,no,no,no,no,no,yes,no,no,10731,226,HTML,no,no,no,0,small
910,0,yes,yes,no,no,no,no,yes,no,no,no,25394,328,Plain,no,no,no,0,small
911,0,no,yes,no,yes,no,no,yes,no,no,no,485,96,HTML,yes,no,no,2,small
912,0,no,yes,no,yes,no,no,yes,no,no,no,6609,101,HTML,yes,no,no,6,small
913,0,yes,yes,no,no,no,no,no,no,no,no,718,11,Plain,no,yes,no,0,none
914,0,no,yes,no,yes,no,no,yes,no,no,no,7853,129,HTML,yes,no,no,6,small
915,0,no,yes,no,no,no,yes,no,no,no,no,14765,179,HTML,no,no,no,2,big
916,0,no,yes,no,no,no,no,no,no,no,no,33115,781,HTML,no,no,no,1,small
917,0,no,yes,no,no,no,no,no,no,no,no,30363,724,HTML,no,no,no,1,small
918,0,no,yes,no,yes,no,no,yes,no,no,no,9622,256,HTML,yes,no,no,8,small
919,0,no,yes,no,yes,no,no,no,yes,no,no,17402,233,Plain,yes,no,no,1,small
920,0,no,yes,no,yes,no,no,no,no,no,no,9291,332,HTML,yes,no,no,6,small
921,0,no,yes,no,no,no,no,yes,no,no,no,18457,238,HTML,no,yes,no,6,small
922,0,no,yes,no,no,no,no,no,no,no,no,24159,613,HTML,no,no,no,2,small
923,0,no,yes,no,no,no,no,yes,no,no,no,2013,35,HTML,no,no,no,1,small
924,0,no,yes,no,no,no,no,no,no,no,no,1525,43,Plain,no,no,no,3,small
925,0,no,yes,yes,no,no,no,no,no,no,no,7577,103,Plain,no,yes,no,0,small
926,0,no,yes,no,no,no,no,yes,no,no,no,969,14,HTML,no,no,no,0,small
927,0,no,yes,no,no,no,no,yes,no,yes,no,15123,335,HTML,no,no,no,9,small
928,0,no,yes,yes,yes,no,no,yes,no,no,no,322,66,Plain,yes,no,no,1,small
929,0,yes,yes,no,no,no,yes,no,no,no,no,187,8,Plain,no,no,no,0,none
930,0,yes,yes,yes,no,no,no,no,no,no,no,2107,57,HTML,yes,no,no,2,small
931,0,yes,yes,no,no,no,no,no,no,no,no,11438,170,Plain,no,no,no,0,small
932,0,no,yes,no,no,no,no,no,no,no,no,25956,651,HTML,no,no,no,2,small
933,0,no,yes,no,no,no,no,no,no,no,no,5903,104,HTML,no,no,no,1,small
934,0,no,yes,no,yes,no,no,no,no,no,no,515,6,HTML,no,no,no,0,none
935,0,no,yes,yes,yes,no,no,yes,no,no,no,1712,383,HTML,yes,no,no,10,small
936,0,no,yes,no,yes,no,no,no,no,no,no,1814,52,HTML,yes,no,no,0,small
937,0,no,yes,no,no,no,no,yes,no,no,no,12194,184,HTML,no,yes,no,6,small
938,0,no,yes,no,no,no,no,no,no,no,no,4998,82,HTML,no,no,no,4,small
939,0,no,yes,no,no,no,yes,no,no,no,no,3867,87,Plain,no,no,no,0,small
940,0,no,yes,no,no,no,no,no,no,no,no,464,84,HTML,no,no,no,3,small
941,0,no,yes,no,yes,no,no,no,no,no,no,1786,346,HTML,yes,no,no,4,small
942,0,no,yes,no,yes,no,no,no,no,no,no,14581,262,HTML,yes,no,no,2,small
943,0,no,yes,no,no,no,no,no,no,no,no,16198,242,HTML,no,no,no,2,big
944,0,no,yes,no,yes,no,no,no,no,no,no,274,54,HTML,no,no,no,0,none
945,0,no,yes,no,no,no,no,no,no,no,no,1191,23,Plain,no,no,no,0,small
946,0,no,yes,no,no,no,no,yes,no,no,no,23483,407,HTML,no,no,no,31,small
947,0,no,yes,no,no,no,no,no,no,no,no,754,24,Plain,no,no,no,0,none
948,0,no,yes,no,no,no,no,no,no,no,no,762,24,Plain,no,no,no,0,none
949,0,no,yes,no,no,no,no,no,no,no,no,803,25,Plain,no,no,no,0,none
950,0,no,yes,no,no,no,no,no,no,no,no,763,24,Plain,no,no,no,0,none
951,0,no,yes,no,no,no,no,no,no,no,no,765,24,Plain,no,no,no,0,none
952,0,no,yes,no,no,no,no,no,no,no,no,776,24,Plain,no,no,no,0,none
953,0,no,yes,no,no,no,no,no,no,no,no,756,24,Plain,no,no,no,0,none
954,0,no,yes,no,no,no,no,no,no,no,no,756,24,Plain,no,no,no,0,none
955,0,no,yes,no,no,no,no,no,no,no,no,765,24,Plain,no,no,no,0,none
956,0,no,yes,no,no,no,no,no,no,no,no,764,24,Plain,no,no,no,0,none
957,0,no,yes,no,no,no,no,no,no,no,no,774,24,Plain,no,no,no,0,none
958,0,no,yes,no,no,no,no,no,no,no,no,77,24,Plain,no,no,no,0,none
959,0,yes,yes,no,no,no,no,no,no,no,no,383,12,Plain,no,yes,no,1,small
960,0,yes,yes,no,no,no,no,no,no,no,no,25071,331,Plain,no,no,no,1,big
961,0,no,yes,no,no,no,no,no,no,no,no,34,12,Plain,no,no,no,0,none
962,0,yes,yes,no,no,no,no,no,no,no,no,478,9,Plain,no,no,no,1,small
963,0,no,yes,no,no,no,no,no,no,no,no,413,19,Plain,no,no,no,1,none
964,0,yes,yes,no,no,no,no,no,no,no,no,1024,18,Plain,no,no,no,0,small
965,0,no,yes,no,no,no,no,no,no,no,no,24289,620,HTML,no,no,no,1,small
966,0,no,yes,no,no,no,no,no,no,no,no,24837,629,HTML,no,no,no,1,small
967,0,yes,yes,no,no,no,no,no,no,no,no,1727,38,Plain,no,no,no,0,big
968,0,no,yes,no,no,no,no,no,no,no,no,25757,645,HTML,no,no,no,1,small
969,0,no,yes,yes,yes,no,no,yes,no,no,no,23308,477,HTML,yes,no,no,12,small
970,0,no,yes,no,no,no,no,no,no,no,no,26954,665,HTML,no,no,no,1,small
971,0,no,yes,no,no,no,no,no,no,no,no,26588,659,HTML,no,no,no,1,small
972,0,no,yes,no,no,no,no,no,no,no,no,27971,685,HTML,no,no,no,1,small
973,0,no,yes,no,no,no,no,no,no,no,no,6927,117,HTML,no,no,no,1,small
974,0,no,yes,no,no,no,no,no,no,no,no,27998,685,HTML,no,no,no,1,small
975,0,yes,yes,no,no,no,no,no,no,no,no,1017,16,HTML,no,no,no,0,big
976,0,yes,yes,no,no,no,no,no,no,no,no,1128,18,HTML,no,no,no,0,big
977,0,yes,yes,no,no,no,no,no,no,no,no,1102,18,HTML,no,no,no,0,big
978,0,yes,yes,no,no,no,no,no,no,no,no,107,18,HTML,no,no,no,0,big
979,0,yes,yes,no,no,no,no,no,no,no,no,101,18,HTML,no,no,no,0,big
980,0,yes,yes,no,no,no,no,no,no,no,no,957,16,HTML,no,no,no,0,big
981,0,yes,yes,no,yes,no,no,no,no,no,no,61328,1764,HTML,no,no,no,32,big
982,0,no,yes,no,no,no,no,no,no,no,no,4556,82,HTML,no,no,no,3,small
983,0,no,yes,no,no,no,no,no,no,no,no,4886,86,HTML,no,no,no,1,small
984,0,no,yes,no,no,no,no,no,no,no,no,4508,82,HTML,no,no,no,1,small
985,0,no,yes,no,no,no,no,no,no,no,no,4674,84,HTML,no,no,no,1,small
986,0,no,yes,no,no,no,no,no,no,no,no,4622,83,HTML,no,no,no,1,small
987,0,no,yes,no,no,no,no,no,no,no,no,4514,82,HTML,no,no,no,1,small
988,0,no,yes,no,no,no,no,yes,no,no,no,13998,198,HTML,no,yes,no,8,small
989,0,no,yes,no,no,no,no,no,no,no,no,28119,689,HTML,no,no,no,1,small
990,0,no,yes,no,no,no,no,no,no,no,no,4538,82,HTML,no,no,no,1,small
991,0,no,yes,no,no,no,no,no,no,no,no,28638,696,HTML,no,no,no,2,small
992,0,no,yes,no,no,no,no,no,no,no,no,15717,330,HTML,no,no,no,19,big
993,0,no,yes,no,no,no,no,no,no,no,no,4603,82,HTML,no,no,no,1,small
994,0,no,yes,no,no,no,no,no,no,no,no,22012,395,HTML,no,no,no,0,small
995,0,no,yes,no,no,no,no,yes,no,no,no,87,23,Plain,no,no,no,0,big
996,0,no,yes,yes,yes,no,yes,no,no,yes,no,851,24,HTML,no,no,no,2,small
997,0,no,yes,no,no,no,no,no,no,no,yes,8752,201,HTML,no,no,no,1,small
998,0,no,yes,no,no,no,no,yes,no,yes,no,11577,266,HTML,no,no,no,7,small
999,0,no,yes,yes,yes,no,yes,yes,no,no,no,733,189,HTML,no,no,no,2,big
1000,0,no,yes,no,no,no,no,yes,no,no,no,3622,541,HTML,no,no,no,11,small
1001,0,no,yes,no,no,no,no,no,no,no,no,3517,51,Plain,no,no,no,1,small
1002,0,no,yes,yes,yes,no,no,no,no,yes,no,144,43,HTML,yes,no,no,6,small
1003,0,yes,yes,no,no,no,no,no,no,no,no,9014,119,Plain,no,no,no,0,small
1004,0,no,yes,no,no,no,no,no,no,no,yes,19343,327,HTML,no,no,no,11,small
1005,0,no,yes,no,no,no,no,no,no,no,yes,8752,201,HTML,no,no,no,1,small
1006,0,no,yes,no,no,no,no,no,no,no,yes,8752,201,HTML,no,no,no,1,small
1007,0,no,yes,yes,yes,no,no,yes,no,no,no,9446,273,HTML,yes,no,no,4,big
1008,0,yes,yes,yes,yes,no,no,yes,no,no,no,13925,423,HTML,yes,no,no,9,small
1009,0,yes,yes,yes,yes,no,no,yes,no,no,no,20662,420,HTML,yes,no,no,4,big
1010,0,no,yes,no,no,no,no,no,no,no,no,9682,239,HTML,no,no,no,2,big
1011,0,no,yes,no,no,no,no,no,no,no,no,4516,82,HTML,no,no,no,1,small
1012,0,yes,yes,no,no,no,yes,no,no,no,no,302,8,Plain,no,no,no,0,none
1013,0,no,yes,no,yes,no,no,no,no,no,no,605,18,HTML,yes,no,no,2,small
1014,0,no,yes,no,yes,no,no,yes,no,no,no,59007,1643,HTML,no,no,no,41,big
1015,0,no,yes,no,no,no,no,no,no,no,no,34056,801,HTML,no,no,no,26,small
1016,0,no,yes,no,yes,no,no,no,no,no,no,3021,69,HTML,yes,no,no,0,small
1017,0,yes,yes,no,no,no,no,no,no,no,no,1059,17,Plain,no,no,no,1,small
1018,0,yes,yes,no,no,no,no,yes,no,no,no,1325,42,Plain,no,no,no,0,small
1019,0,no,yes,no,no,no,no,no,no,no,no,145,6,Plain,no,no,no,0,none
1020,0,no,yes,no,yes,no,no,no,no,no,no,479,94,HTML,yes,no,no,4,small
1021,0,no,yes,no,no,no,no,yes,no,no,no,45766,715,HTML,no,no,no,2,small
1022,0,no,yes,no,no,no,no,no,no,no,no,9694,99,HTML,no,no,no,0,small
1023,0,no,yes,no,yes,no,no,no,no,no,no,7787,116,HTML,yes,no,no,0,none
1024,0,no,yes,no,yes,no,no,no,no,no,no,297,5,Plain,yes,no,no,0,none
1025,0,no,yes,no,yes,no,no,no,no,no,no,10283,190,HTML,yes,no,no,6,small
1026,0,no,yes,no,yes,no,no,no,no,no,no,1637,37,HTML,yes,no,no,2,small
1027,0,no,yes,no,no,no,no,yes,no,no,no,7491,270,HTML,no,no,no,8,small
1028,0,yes,yes,no,no,no,no,no,no,no,no,559,15,Plain,no,no,no,0,small
1029,0,no,yes,no,yes,no,no,no,yes,no,no,13339,175,Plain,yes,no,no,1,small
1030,0,yes,yes,yes,no,no,no,no,no,no,no,539,19,Plain,yes,no,no,0,small
1031,0,yes,yes,yes,no,no,no,no,no,no,no,137,40,Plain,yes,no,no,0,small
1032,0,no,yes,no,yes,no,no,no,no,no,no,23,4,HTML,no,no,no,0,none
1033,0,no,yes,no,yes,no,no,no,no,no,no,926,18,HTML,yes,no,no,0,small
1034,0,yes,yes,yes,no,no,no,no,no,no,no,218,57,Plain,yes,no,no,0,small
1035,0,no,yes,no,no,no,no,no,no,no,no,2724,82,HTML,no,no,no,5,small
1036,0,no,yes,no,no,yes,yes,no,no,no,no,9728,312,HTML,no,no,no,7,small
1037,0,yes,yes,no,no,no,no,no,no,no,no,212,8,Plain,no,no,no,1,small
1038,0,no,yes,no,yes,no,no,no,no,no,no,2385,48,HTML,no,no,no,0,none
1039,0,no,yes,no,no,no,no,no,no,no,no,1025,33,Plain,no,no,no,1,small
1040,0,no,yes,no,yes,no,no,no,no,no,no,46,77,HTML,yes,no,no,2,small
1041,0,no,yes,no,yes,no,no,no,no,no,no,6788,113,HTML,yes,no,no,2,small
1042,0,no,yes,no,no,no,no,no,no,no,no,404,10,Plain,no,no,no,0,none
1043,0,yes,yes,no,yes,no,no,no,no,no,no,19154,623,HTML,no,no,no,17,big
1044,0,no,yes,no,no,no,yes,no,no,no,no,3057,63,Plain,no,no,no,0,big
1045,0,no,yes,no,no,no,no,no,no,no,no,4323,113,HTML,no,no,no,1,small
1046,0,no,yes,no,no,no,no,yes,no,no,no,1222,32,Plain,no,no,no,0,small
1047,0,no,yes,no,no,no,no,yes,no,no,no,433,87,Plain,no,no,no,1,small
1048,0,no,yes,no,no,no,no,yes,no,no,no,57241,929,HTML,no,no,no,3,small
1049,0,no,yes,no,no,no,no,no,no,no,no,34158,412,HTML,no,no,no,8,small
1050,0,no,yes,no,no,no,no,yes,no,yes,no,13561,305,HTML,no,no,no,8,small
1051,0,no,yes,no,no,no,no,yes,no,no,yes,41623,1088,HTML,no,no,no,43,small
1052,0,no,yes,no,no,no,no,no,no,no,no,10824,353,HTML,no,no,no,2,small
1053,0,no,yes,no,no,no,no,no,no,no,no,16767,310,HTML,no,no,no,58,small
1054,0,yes,yes,no,no,no,no,no,no,no,no,36004,460,Plain,no,no,no,0,big
1055,0,yes,yes,no,no,no,no,no,no,no,no,754,16,Plain,no,yes,no,2,small
1056,0,no,yes,no,no,no,no,no,no,no,no,24255,620,HTML,no,no,no,1,small
1057,0,yes,yes,no,no,no,no,no,no,no,no,5627,134,HTML,no,no,no,5,big
1058,0,no,yes,no,no,no,no,yes,no,yes,no,7911,190,HTML,no,no,no,5,small
1059,0,no,yes,no,no,no,no,no,no,no,no,24317,620,HTML,no,no,no,1,small
1060,0,yes,yes,yes,no,no,no,no,no,no,no,994,147,Plain,no,no,no,0,small
